Timestamp,Asset_ID,Latitude,Longitude,Inventory_Level,Shipment_Status,Temperature,Humidity,Traffic_Status,Waiting_Time,User_Transaction_Amount,User_Purchase_Frequency,Logistics_Delay_Reason,Asset_Utilization,Demand_Forecast,Logistics_Delay
2024-05-11 05:18:46,Truck_7,86.6678,-139.6955,330,Delivered,26.9,62.9,Detour,47,382,6,Weather,90.3,115,0
2024-01-31 05:31:37,Truck_5,44.5442,-73.4346,467,Delivered,19.3,62.1,Detour,39,180,8,Mechanical Failure,63.8,145,0
2024-11-01 01:28:08,Truck_3,-48.4503,-99.9978,329,In Transit,26.7,56.2,Detour,16,261,9,Traffic,90.7,104,0
2024-03-03 04:17:01,Truck_9,-37.3934,31.4093,122,Delivered,22.9,64.0,Heavy,24,409,5,Mechanical Failure,99.7,184,1
2024-03-09 00:10:34,Truck_3,34.0712,123.0237,146,In Transit,24.2,69.1,Clear,58,301,2,None,82.0,238,0
2024-04-17 17:28:32,Truck_10,-21.5633,-12.8487,419,Delivered,26.1,62.0,Heavy,19,484,8,None,96.4,262,1
2024-09-21 10:33:05,Truck_7,-33.3756,7.8261,143,In Transit,20.1,57.0,Detour,41,143,9,None,62.1,106,0
2024-02-11 10:31:50,Truck_10,-61.8490,-123.7835,445,Delivered,19.8,54.1,Clear,39,375,2,Weather,88.3,247,0
2024-06-15 11:59:39,Truck_5,88.5686,-161.7382,450,Delayed,18.7,56.4,Detour,12,140,8,Mechanical Failure,61.9,160,1
2024-08-09 03:00:34,Truck_2,-69.4080,-8.1703,451,Delivered,22.5,51.6,Detour,28,421,6,None,68.8,107,0
2024-07-22 00:56:20,Truck_4,-49.1524,14.1164,425,Delayed,22.4,65.9,Clear,30,452,10,Traffic,91.4,163,1
2024-08-17 07:37:02,Truck_8,27.7870,8.2288,235,Delivered,25.8,62.6,Heavy,51,171,6,Mechanical Failure,87.5,207,1
2024-12-11 23:47:30,Truck_7,-13.8485,119.2071,181,In Transit,29.7,51.8,Clear,38,388,10,None,92.4,292,0
2024-09-12 00:06:39,Truck_3,25.5003,-47.5718,370,Delivered,23.5,74.4,Heavy,60,105,1,None,99.5,128,1
2024-07-08 14:07:29,Truck_3,69.4106,61.7368,102,Delayed,25.6,76.0,Heavy,50,444,9,Traffic,88.3,105,1
2024-03-06 13:14:35,Truck_3,-6.8964,-35.5418,200,Delivered,18.5,77.7,Detour,24,158,4,None,82.5,234,0
2024-10-30 04:55:27,Truck_6,-0.1148,-127.6784,292,In Transit,23.2,68.1,Heavy,41,440,10,Mechanical Failure,88.9,160,1
2024-10-07 10:54:40,Truck_5,-41.4279,178.8694,401,In Transit,28.2,51.0,Clear,51,327,3,None,85.6,138,0
2024-06-06 22:52:41,Truck_3,-0.9333,124.8495,305,Delayed,27.4,50.8,Clear,34,474,1,Mechanical Failure,82.0,226,1
2024-04-20 00:14:34,Truck_3,-58.2175,7.2699,441,In Transit,25.0,75.4,Heavy,58,149,10,Traffic,61.3,247,1
2024-08-02 00:10:54,Truck_2,83.3287,-84.2738,130,Delayed,18.7,67.2,Clear,47,367,1,Traffic,81.7,131,1
2024-10-03 02:54:03,Truck_6,-33.2637,45.4122,265,In Transit,23.4,56.1,Detour,34,406,6,Mechanical Failure,95.0,133,0
2024-09-23 22:37:49,Truck_1,74.3356,112.5528,426,Delivered,26.3,77.7,Detour,58,373,6,Traffic,93.0,125,0
2024-02-17 16:11:22,Truck_6,-53.3015,11.4861,432,In Transit,28.0,65.2,Heavy,35,499,8,Weather,97.4,110,1
2024-11-23 04:40:26,Truck_2,-22.5519,60.7110,406,Delayed,20.9,76.4,Detour,57,160,9,None,73.3,120,1
2024-01-11 20:19:14,Truck_10,61.6970,164.5493,410,In Transit,24.5,62.4,Clear,40,172,5,None,86.2,225,0
2024-10-28 02:17:22,Truck_5,-75.2867,-163.4000,155,In Transit,22.6,77.1,Detour,13,196,7,None,83.2,168,0
2024-12-26 05:05:12,Truck_3,87.1386,-114.9680,397,Delivered,23.7,73.5,Detour,31,266,1,Mechanical Failure,92.8,265,0
2024-03-28 10:24:32,Truck_5,51.2486,-41.4882,305,Delivered,28.0,67.8,Detour,13,455,2,Weather,80.8,147,0
2024-04-16 02:44:43,Truck_2,-19.8201,2.4374,343,Delayed,26.2,62.4,Detour,18,166,7,Weather,62.3,168,1
2024-12-08 06:15:28,Truck_6,-13.5610,-52.5469,342,In Transit,27.6,71.9,Detour,24,216,2,Traffic,67.5,225,0
2024-09-05 17:43:56,Truck_3,51.4883,105.7445,347,In Transit,29.1,80.0,Heavy,25,256,3,Mechanical Failure,69.6,274,1
2024-02-02 22:24:18,Truck_3,21.5738,-95.1501,403,Delivered,29.5,76.6,Heavy,36,379,2,Mechanical Failure,66.7,242,1
2024-04-30 18:44:12,Truck_9,-31.8174,59.5716,482,Delayed,18.1,76.1,Heavy,54,203,10,Traffic,74.1,112,1
2024-05-01 03:13:17,Truck_3,-76.0304,112.9276,130,Delivered,21.6,60.9,Clear,48,479,8,Traffic,83.3,173,0
2024-01-10 20:02:28,Truck_1,47.5481,-97.4831,465,Delayed,24.0,72.4,Heavy,48,112,8,None,97.1,212,1
2024-10-21 11:15:32,Truck_2,77.8751,144.0400,322,Delayed,26.1,71.9,Detour,45,339,8,Weather,97.6,145,1
2024-11-25 02:58:57,Truck_1,-56.6674,-50.0426,126,Delivered,20.3,51.2,Detour,53,486,7,Mechanical Failure,97.5,129,0
2024-12-20 08:01:23,Truck_3,62.0999,-9.5972,142,In Transit,22.7,66.1,Detour,59,343,6,Mechanical Failure,86.7,256,0
2024-06-29 19:07:17,Truck_9,57.9908,-117.5288,444,Delivered,21.6,53.2,Detour,16,113,2,Traffic,96.1,181,0
2024-12-13 18:57:55,Truck_2,73.1274,-63.9399,100,Delivered,22.4,71.6,Detour,22,389,4,Traffic,73.4,159,0
2024-11-20 05:25:19,Truck_3,-28.6949,-110.5161,227,In Transit,22.6,58.5,Detour,24,477,10,Weather,89.0,139,0
2024-06-29 09:51:14,Truck_3,-28.9152,114.3750,416,Delivered,20.7,69.1,Detour,32,139,6,Mechanical Failure,91.7,221,0
2024-12-22 23:33:57,Truck_3,83.9488,131.1197,499,Delayed,25.8,64.0,Detour,46,295,6,Traffic,87.6,160,1
2024-06-23 22:08:31,Truck_6,52.1635,10.8296,328,Delivered,29.8,53.5,Clear,54,144,6,Weather,78.0,158,0
2024-03-29 05:14:26,Truck_1,36.5185,-71.9718,324,Delivered,28.2,56.8,Heavy,10,249,7,None,76.7,298,1
2024-04-03 14:11:16,Truck_5,-10.8232,144.0982,401,In Transit,26.3,59.4,Heavy,30,268,7,None,67.6,225,1
2024-12-15 14:02:28,Truck_1,-37.9195,-99.3768,182,Delayed,22.9,54.4,Detour,50,135,3,None,98.4,268,1
2024-08-06 13:23:18,Truck_6,-7.2984,-44.5918,264,Delivered,29.5,67.3,Heavy,32,314,8,Traffic,65.9,202,1
2024-03-14 02:35:33,Truck_8,13.6845,-126.4199,293,Delivered,23.8,62.8,Detour,19,135,1,Mechanical Failure,98.8,291,0
2024-08-27 00:34:46,Truck_10,-70.6428,166.3723,343,In Transit,29.5,59.8,Detour,35,294,8,None,73.7,256,0
2024-04-24 20:50:47,Truck_4,-19.3929,-10.2537,103,In Transit,24.8,79.3,Heavy,22,393,9,Weather,88.6,108,1
2024-09-09 21:41:33,Truck_9,-32.5141,-170.9566,295,Delivered,23.6,72.8,Detour,18,327,5,None,92.1,283,0
2024-06-20 13:57:57,Truck_10,59.3783,74.9628,300,Delivered,27.4,52.8,Detour,35,431,10,None,81.2,120,0
2024-06-02 10:54:33,Truck_7,-36.2517,72.4728,108,Delivered,27.9,65.6,Heavy,46,138,4,Traffic,82.7,173,1
2024-07-09 23:21:47,Truck_8,-55.9854,-149.8958,153,Delayed,27.5,69.9,Detour,24,118,7,Weather,62.5,237,1
2024-07-03 09:52:55,Truck_8,27.3259,-116.2066,336,In Transit,22.5,51.6,Detour,11,446,6,None,70.2,275,0
2024-12-09 20:35:02,Truck_9,27.7357,-170.5766,211,Delayed,21.7,52.3,Detour,11,401,9,None,66.2,241,1
2024-03-14 00:55:34,Truck_4,23.2023,92.2763,144,Delivered,21.1,58.8,Clear,35,443,10,Mechanical Failure,89.0,141,0
2024-05-28 06:29:51,Truck_10,87.5129,-65.0922,224,Delayed,21.7,78.5,Clear,20,428,7,None,72.4,287,1
2024-11-22 23:49:18,Truck_9,81.1975,137.0497,185,In Transit,19.9,66.3,Detour,59,264,4,None,65.2,177,0
2024-04-21 03:47:52,Truck_4,55.9190,-39.5780,220,In Transit,28.2,55.4,Clear,10,203,8,Weather,81.1,281,0
2024-03-15 07:02:10,Truck_5,-15.3314,22.3970,236,In Transit,18.3,69.0,Clear,34,303,2,Mechanical Failure,62.6,270,0
2024-03-22 14:12:36,Truck_10,-55.3603,79.1276,159,Delayed,29.7,69.6,Clear,49,227,1,None,62.0,232,1
2024-09-18 16:35:57,Truck_6,8.3934,-165.2068,433,Delayed,26.4,69.3,Detour,25,127,8,None,84.5,125,1
2024-11-20 19:12:02,Truck_7,27.4990,-98.0697,109,In Transit,25.1,76.5,Heavy,16,356,5,None,64.9,127,1
2024-04-08 18:13:51,Truck_6,14.6870,-33.9771,453,In Transit,25.8,78.6,Detour,21,142,10,Mechanical Failure,85.7,180,0
2024-01-13 16:35:47,Truck_9,19.3645,-149.4523,169,In Transit,28.6,78.8,Heavy,27,482,4,Traffic,80.5,122,1
2024-11-11 04:35:37,Truck_7,38.0858,-149.2970,105,Delayed,23.6,54.4,Detour,18,364,10,Traffic,76.0,158,1
2024-10-04 16:05:37,Truck_9,4.3790,97.6354,256,Delivered,29.6,73.7,Heavy,20,309,8,Weather,83.4,142,1
2024-05-12 21:29:39,Truck_8,-28.8542,119.5019,309,Delivered,22.8,52.8,Clear,19,101,2,Mechanical Failure,85.5,242,0
2024-12-23 04:59:36,Truck_9,-17.5843,-151.1609,346,Delivered,26.9,70.6,Detour,44,192,9,Traffic,76.2,239,0
2024-06-15 00:46:44,Truck_4,15.5281,-170.3941,302,Delayed,24.6,60.6,Heavy,30,431,3,None,76.0,127,1
2024-07-18 17:29:17,Truck_4,-83.8983,-128.1642,181,In Transit,24.7,63.4,Heavy,25,107,8,None,71.3,265,1
2024-02-10 08:40:55,Truck_9,-25.4823,169.1921,282,Delayed,21.8,63.6,Clear,43,370,7,Traffic,69.4,251,1
2024-09-09 10:46:47,Truck_10,-69.4930,-118.9742,398,Delivered,26.5,64.8,Heavy,44,387,1,None,90.6,122,1
2024-04-19 08:18:04,Truck_1,-8.0714,-158.0304,210,In Transit,24.7,65.0,Heavy,50,185,10,Mechanical Failure,84.1,140,1
2024-08-05 18:45:24,Truck_9,-59.9919,-162.9143,188,Delayed,22.4,78.0,Heavy,40,372,6,Weather,98.0,237,1
2024-06-14 18:40:07,Truck_3,-47.5239,58.4771,298,Delayed,19.6,76.1,Heavy,22,396,7,None,65.0,230,1
2024-10-18 23:50:28,Truck_10,-39.8052,-126.4073,298,Delayed,24.0,63.5,Detour,25,456,2,None,78.9,147,1
2024-04-28 01:31:58,Truck_3,54.0537,-145.9922,326,Delayed,20.0,56.6,Detour,17,260,6,Weather,67.5,162,1
2024-11-11 08:44:54,Truck_6,7.0591,46.7188,354,Delayed,18.4,77.5,Heavy,40,262,7,Traffic,68.5,282,1
2024-09-13 10:52:43,Truck_4,-50.3633,99.5834,269,In Transit,22.4,63.6,Detour,54,481,7,Traffic,82.5,183,0
2024-06-14 17:14:20,Truck_4,51.9327,-102.4309,475,Delivered,29.3,62.8,Clear,29,359,9,Mechanical Failure,95.1,122,0
2024-01-02 15:30:44,Truck_4,-36.4870,14.5024,372,Delayed,20.4,57.2,Clear,29,153,1,Weather,78.2,221,1
2024-10-06 04:58:42,Truck_5,27.2654,-34.1042,201,In Transit,26.0,51.5,Clear,40,429,4,Weather,87.0,107,0
2024-06-04 16:47:14,Truck_7,15.2159,-55.6814,441,In Transit,25.3,72.9,Clear,47,152,4,Weather,67.4,256,0
2024-02-02 12:17:02,Truck_6,27.4437,43.3224,246,Delayed,25.3,57.4,Clear,33,298,8,Traffic,70.4,110,1
2024-06-22 07:42:17,Truck_10,-58.6928,165.8667,180,Delayed,25.4,50.4,Heavy,32,246,2,Mechanical Failure,65.4,203,1
2024-03-01 14:48:13,Truck_9,-38.0737,56.0723,127,Delayed,21.0,54.6,Detour,13,452,9,Mechanical Failure,79.0,299,1
2024-08-19 01:36:00,Truck_3,-50.6778,-102.0410,246,Delayed,20.8,79.2,Heavy,55,325,2,None,80.5,271,1
2024-11-17 02:22:02,Truck_2,-88.7760,-125.1628,470,Delivered,21.5,51.0,Heavy,59,293,7,Mechanical Failure,86.6,113,1
2024-07-29 00:17:00,Truck_8,69.6910,148.6549,386,Delayed,25.9,71.6,Clear,36,193,10,Weather,72.0,299,1
2024-05-17 21:00:51,Truck_8,-82.2616,-141.8250,325,In Transit,26.2,64.3,Clear,31,491,7,Mechanical Failure,60.7,290,0
2024-03-11 20:09:54,Truck_1,2.7286,-99.5442,432,In Transit,25.9,65.8,Clear,42,265,8,None,86.8,140,0
2024-07-18 05:42:03,Truck_7,84.2498,-60.8861,273,Delayed,20.2,72.2,Clear,19,115,5,None,68.8,238,1
2024-11-13 11:31:44,Truck_4,8.7621,-2.9218,492,Delivered,21.6,78.3,Clear,58,122,9,None,61.2,202,0
2024-01-01 11:37:57,Truck_4,-59.0753,68.4886,303,In Transit,24.6,68.6,Detour,50,213,6,Mechanical Failure,97.1,297,0
2024-10-07 18:21:07,Truck_6,5.7218,-96.5806,270,In Transit,28.1,73.6,Clear,57,283,2,Mechanical Failure,92.3,122,0
2024-07-16 16:39:04,Truck_4,-38.3158,-38.3257,382,Delivered,21.6,50.5,Detour,31,160,8,Weather,94.8,261,0
2024-04-13 17:33:52,Truck_4,-87.4042,-127.3269,197,Delivered,23.3,53.5,Heavy,41,259,9,Weather,91.3,211,1
2024-08-11 02:18:19,Truck_9,-77.3648,30.9744,368,In Transit,25.0,60.7,Clear,37,382,5,Weather,82.8,225,0
2024-01-19 00:15:26,Truck_7,-73.0477,124.7969,223,In Transit,19.5,55.6,Clear,23,154,4,Weather,62.9,217,0
2024-12-26 03:50:18,Truck_7,-27.5760,-111.3158,340,Delayed,25.9,75.3,Detour,18,424,7,Weather,67.3,287,1
2024-01-10 12:44:17,Truck_10,49.9465,-30.0236,355,Delivered,20.2,51.3,Clear,49,323,4,Mechanical Failure,72.6,100,0
2024-10-23 13:13:06,Truck_2,-50.6856,-9.6236,158,In Transit,26.6,63.8,Heavy,51,199,4,None,84.8,114,1
2024-07-31 19:53:22,Truck_10,84.1122,-87.8990,126,Delayed,25.1,58.0,Detour,47,291,7,Traffic,92.3,123,1
2024-08-05 22:26:07,Truck_8,49.9197,79.4653,309,In Transit,20.6,77.3,Clear,60,177,5,Weather,69.2,271,0
2024-02-14 00:45:03,Truck_10,-44.6254,44.0876,171,Delayed,22.6,69.9,Detour,26,104,2,Weather,88.1,132,1
2024-12-14 00:45:10,Truck_6,-57.3005,-23.6888,403,In Transit,29.6,63.0,Clear,12,197,4,None,83.8,228,0
2024-07-16 08:12:29,Truck_6,-47.5698,-81.3143,181,Delivered,25.9,69.1,Heavy,44,264,9,Mechanical Failure,69.9,223,1
2024-12-08 09:52:23,Truck_7,-80.2675,-80.5726,472,Delayed,23.0,68.0,Heavy,34,365,3,Traffic,87.8,294,1
2024-05-08 01:51:55,Truck_8,-70.3213,-61.9179,171,Delivered,25.5,51.1,Detour,43,114,1,Weather,92.5,149,0
2024-07-20 13:33:43,Truck_6,48.2512,-106.6383,204,Delayed,19.2,58.0,Heavy,50,465,8,Weather,85.2,133,1
2024-10-24 14:59:52,Truck_4,-74.6749,-159.7164,254,In Transit,26.7,51.3,Detour,11,378,8,None,90.6,208,0
2024-11-23 10:56:55,Truck_4,-46.0132,-8.5335,100,Delayed,21.0,71.2,Clear,19,315,9,Weather,82.2,100,1
2024-04-18 08:51:00,Truck_1,9.3294,-71.5299,211,Delivered,23.7,66.7,Heavy,36,149,1,Mechanical Failure,60.7,256,1
2024-08-11 04:43:30,Truck_9,5.0095,-113.8279,145,Delayed,18.2,62.2,Heavy,56,430,5,Traffic,86.7,260,1
2024-10-09 13:29:04,Truck_6,-70.8094,75.1094,244,Delivered,21.3,79.4,Heavy,22,312,9,None,63.5,171,1
2024-12-21 15:26:10,Truck_1,-43.2472,163.3821,104,Delivered,29.4,59.1,Detour,58,229,3,Weather,82.9,283,0
2024-01-21 23:13:40,Truck_5,28.1016,167.1982,356,In Transit,18.4,75.2,Clear,32,291,6,None,90.7,206,0
2024-03-28 07:50:45,Truck_4,-56.2187,27.6037,114,In Transit,26.8,62.1,Heavy,55,334,6,None,85.2,202,1
2024-12-02 10:52:06,Truck_6,65.0538,-146.3887,404,Delivered,19.0,76.2,Heavy,54,230,4,None,83.7,171,1
2024-12-30 20:21:58,Truck_5,-30.2990,153.4529,500,Delivered,21.7,56.2,Detour,20,381,10,Mechanical Failure,90.7,222,0
2024-09-12 11:42:11,Truck_5,72.7626,105.8210,375,Delayed,23.0,76.3,Detour,49,131,4,None,87.8,137,1
2024-10-24 23:03:49,Truck_8,61.8446,115.5236,361,In Transit,22.3,66.8,Heavy,60,157,4,Traffic,79.8,247,1
2024-03-07 21:52:21,Truck_3,-31.1792,-46.0480,239,Delayed,26.6,51.6,Detour,33,333,2,Traffic,95.1,277,1
2024-01-03 13:08:23,Truck_10,-43.2004,134.8572,191,In Transit,24.0,59.7,Clear,51,268,8,None,97.0,111,0
2024-12-08 00:24:42,Truck_2,-79.6372,-111.7492,171,Delayed,21.3,58.7,Detour,10,292,4,Traffic,65.0,184,1
2024-09-13 08:58:09,Truck_5,66.8380,-175.1681,113,Delayed,28.9,56.3,Heavy,22,417,6,Weather,60.8,142,1
2024-07-31 22:16:07,Truck_4,13.7736,12.9911,298,In Transit,18.8,79.5,Detour,51,393,4,Traffic,74.6,110,0
2024-11-25 22:59:58,Truck_8,-66.2696,-82.0579,184,Delivered,26.0,59.6,Heavy,34,235,6,Mechanical Failure,66.7,299,1
2024-05-30 15:40:45,Truck_4,5.1238,-67.8583,298,Delivered,18.9,65.9,Detour,41,269,2,None,64.8,234,0
2024-03-05 20:59:12,Truck_3,-85.8715,-162.7167,439,Delayed,25.1,66.1,Clear,46,151,4,None,79.2,209,1
2024-08-20 15:30:04,Truck_3,86.2679,-50.7895,142,Delayed,28.0,67.2,Heavy,49,458,8,Traffic,92.5,224,1
2024-09-19 12:19:09,Truck_6,21.3104,-80.5292,202,Delivered,18.5,69.5,Heavy,54,261,3,None,62.5,213,1
2024-03-02 15:37:45,Truck_3,-2.2841,23.4152,418,Delayed,29.6,67.4,Heavy,54,199,9,Traffic,99.9,215,1
2024-02-24 23:02:05,Truck_4,-23.4709,54.5265,458,Delayed,23.3,58.6,Heavy,43,372,10,Mechanical Failure,92.9,262,1
2024-03-05 11:20:37,Truck_8,44.5052,-178.7281,313,In Transit,18.7,74.7,Heavy,16,284,3,Mechanical Failure,69.0,105,1
2024-03-04 23:34:51,Truck_9,-8.1413,92.8681,457,Delayed,18.2,62.6,Detour,18,217,9,None,97.8,199,1
2024-06-30 04:33:59,Truck_2,0.7118,108.5142,298,Delivered,27.8,76.9,Heavy,18,414,5,None,72.2,164,1
2024-12-02 10:19:46,Truck_4,43.2255,-143.0415,106,Delayed,23.7,74.7,Heavy,14,442,4,Mechanical Failure,83.6,276,1
2024-08-14 11:03:17,Truck_6,61.8047,-72.1219,293,Delivered,28.5,59.3,Clear,50,168,4,Weather,67.2,199,0
2024-09-13 03:11:29,Truck_9,-42.6929,46.2525,301,Delayed,19.2,57.6,Heavy,16,256,6,None,65.4,148,1
2024-12-29 18:21:59,Truck_1,-78.0755,-11.8927,287,In Transit,25.2,51.8,Detour,34,399,2,Mechanical Failure,85.0,124,0
2024-11-19 13:53:15,Truck_5,65.5547,-128.3673,237,In Transit,23.4,53.3,Detour,38,109,2,Mechanical Failure,87.9,157,0
2024-05-27 07:26:13,Truck_1,-19.5574,-65.5493,258,In Transit,25.2,67.6,Clear,32,484,7,Traffic,98.8,191,0
2024-11-19 20:03:10,Truck_3,17.7083,-162.0043,480,In Transit,27.1,76.3,Heavy,22,497,9,Traffic,74.9,183,1
2024-09-18 23:04:24,Truck_8,-52.1686,-175.6269,441,In Transit,22.6,53.3,Clear,29,343,3,Mechanical Failure,86.5,172,0
2024-12-16 02:17:00,Truck_6,-84.2375,76.9339,346,In Transit,21.6,65.2,Clear,43,402,8,Traffic,96.4,157,0
2024-09-29 19:01:01,Truck_2,-7.5990,-78.7489,205,In Transit,23.6,76.2,Heavy,41,324,2,None,73.8,153,1
2024-03-29 01:23:19,Truck_2,36.6210,97.2194,477,Delayed,25.1,50.3,Detour,32,297,7,Traffic,96.4,212,1
2024-07-26 10:09:34,Truck_9,-7.9899,-23.5723,355,Delayed,19.8,60.9,Clear,24,226,9,Weather,62.8,243,1
2024-12-19 10:36:22,Truck_4,-68.5749,106.2112,148,Delivered,23.3,59.1,Detour,53,161,10,Weather,65.7,189,0
2024-06-14 10:30:32,Truck_6,-86.6472,76.1641,190,Delayed,27.8,62.2,Detour,41,238,2,None,90.2,122,1
2024-01-06 05:22:59,Truck_10,-20.0730,169.5863,356,Delayed,24.8,70.0,Detour,37,345,3,Traffic,84.0,245,1
2024-09-17 17:56:29,Truck_2,8.0303,137.6073,228,Delivered,18.3,52.3,Clear,57,350,3,Traffic,76.5,285,0
2024-12-29 17:13:45,Truck_6,-58.6706,162.7699,437,In Transit,20.9,55.2,Clear,44,336,7,Weather,88.6,118,0
2024-11-30 16:53:31,Truck_10,63.6092,-40.4852,295,Delayed,20.3,68.6,Detour,29,249,6,None,63.2,295,1
2024-10-20 11:54:15,Truck_3,69.9178,-25.7593,365,In Transit,30.0,60.0,Clear,18,215,5,Traffic,95.8,201,0
2024-06-08 16:49:23,Truck_10,27.3884,-85.6938,117,Delayed,23.9,64.3,Clear,16,175,8,Mechanical Failure,73.9,270,1
2024-09-11 09:02:01,Truck_6,5.5363,-6.3698,202,Delayed,25.9,62.3,Heavy,11,249,4,None,98.0,131,1
2024-11-08 14:19:44,Truck_10,-47.9174,-44.4673,408,Delayed,29.9,58.9,Heavy,25,390,8,None,61.5,117,1
2024-06-15 14:24:59,Truck_2,-58.2884,-53.9833,277,In Transit,18.2,75.1,Clear,60,122,10,None,65.0,147,0
2024-05-16 01:51:29,Truck_10,44.4715,61.1203,430,Delayed,25.0,53.4,Detour,30,251,4,Mechanical Failure,77.6,119,1
2024-03-26 14:40:33,Truck_7,-73.5735,153.5290,451,Delayed,21.3,67.2,Detour,24,187,8,None,69.3,221,1
2024-04-05 15:36:59,Truck_8,-39.3967,15.6452,421,Delivered,26.0,78.1,Heavy,29,379,5,Traffic,81.0,118,1
2024-11-13 03:59:13,Truck_9,-46.8183,81.9142,175,In Transit,29.6,66.0,Clear,34,467,9,Weather,98.3,220,0
2024-06-13 01:08:32,Truck_2,57.3299,-54.7962,357,In Transit,27.4,55.5,Detour,43,207,2,Weather,60.5,111,0
2024-01-21 09:04:01,Truck_9,86.1935,59.4987,419,Delivered,26.5,56.2,Detour,15,277,2,Weather,68.3,280,0
2024-10-05 14:23:31,Truck_7,59.8543,-132.3865,455,Delivered,19.8,67.6,Clear,22,301,3,Traffic,68.2,254,0
2024-04-21 07:25:56,Truck_2,-41.7908,84.2001,438,Delayed,24.3,78.8,Detour,33,322,7,Weather,79.0,206,1
2024-04-24 22:27:28,Truck_6,-3.7401,43.2693,497,In Transit,28.2,68.2,Detour,47,184,6,Traffic,63.8,251,0
2024-02-10 07:01:26,Truck_8,-27.0196,-24.0810,410,In Transit,29.8,76.2,Detour,52,152,2,Mechanical Failure,76.6,149,0
2024-09-26 16:59:08,Truck_7,-53.7107,-60.5951,306,Delivered,21.5,78.5,Clear,48,317,7,Weather,92.8,231,0
2024-08-09 14:23:12,Truck_3,65.9866,135.5421,209,Delayed,18.6,69.6,Heavy,50,357,10,Traffic,92.9,125,1
2024-01-05 21:06:52,Truck_4,-77.8133,-89.1179,155,Delayed,30.0,64.5,Detour,33,342,6,Weather,88.2,179,1
2024-11-30 06:40:13,Truck_3,22.3036,59.4689,318,Delayed,25.8,79.5,Detour,11,161,10,None,90.0,191,1
2024-09-11 08:19:18,Truck_9,-10.2023,76.7946,422,Delivered,23.8,62.4,Clear,10,158,4,Traffic,84.7,294,0
2024-10-05 23:57:35,Truck_2,-9.1011,102.9819,450,In Transit,22.8,58.7,Detour,45,421,9,None,90.0,240,0
2024-10-15 14:03:52,Truck_4,-85.2973,149.0859,221,Delivered,21.6,67.7,Heavy,39,430,6,Traffic,71.9,286,1
2024-07-04 09:22:46,Truck_7,-13.1977,107.4226,271,Delivered,18.7,75.4,Clear,37,210,10,Traffic,72.0,120,0
2024-08-21 17:20:39,Truck_4,-77.3270,-33.6001,402,Delayed,18.7,59.6,Detour,16,454,1,Traffic,62.9,274,1
2024-07-03 06:32:35,Truck_1,-36.3388,69.5488,119,In Transit,24.4,68.2,Heavy,60,125,3,None,81.6,106,1
2024-02-20 17:37:42,Truck_6,-35.4951,105.3877,385,Delivered,26.1,68.3,Clear,38,114,6,Weather,64.6,190,0
2024-05-25 03:48:33,Truck_4,-50.7255,49.2993,443,Delivered,23.6,66.6,Detour,42,333,9,Traffic,93.1,143,0
2024-05-28 16:24:39,Truck_4,-85.6005,35.8883,271,In Transit,23.6,74.2,Clear,30,214,5,Traffic,72.1,132,0
2024-09-07 10:37:29,Truck_3,-15.3475,13.3516,133,Delayed,29.4,51.6,Clear,31,485,3,Weather,90.1,172,1
2024-08-20 15:07:20,Truck_4,36.4573,-60.8255,388,Delayed,23.1,64.8,Detour,23,329,1,Mechanical Failure,89.2,296,1
2024-11-11 19:15:19,Truck_1,40.9268,-145.2990,429,In Transit,20.9,68.0,Heavy,50,196,10,Mechanical Failure,72.9,123,1
2024-05-27 08:38:06,Truck_6,-66.0724,48.2597,145,Delivered,18.8,62.6,Detour,14,408,9,Weather,81.3,138,0
2024-04-05 18:56:43,Truck_1,24.1971,18.6930,135,Delivered,20.1,53.8,Detour,21,108,10,Traffic,92.0,243,0
2024-07-23 15:08:30,Truck_5,46.8609,37.8235,442,Delayed,22.2,65.4,Detour,33,492,5,Weather,86.4,145,1
2024-03-04 09:24:45,Truck_10,-56.7854,25.8691,342,Delivered,27.2,55.1,Heavy,22,326,2,None,64.4,300,1
2024-01-03 12:49:48,Truck_10,-35.4329,9.9153,308,Delayed,25.2,52.5,Heavy,19,475,8,Mechanical Failure,95.0,206,1
2024-04-05 20:20:25,Truck_7,63.6965,-131.1519,358,Delayed,21.6,61.7,Clear,23,127,6,None,85.7,199,1
2024-05-08 10:09:06,Truck_6,-43.4171,160.8423,128,Delayed,23.0,69.7,Clear,30,462,8,None,76.7,105,1
2024-07-07 19:49:15,Truck_2,-82.7058,-62.7040,426,Delayed,24.2,75.7,Clear,51,303,10,Mechanical Failure,94.1,160,1
2024-11-26 22:45:24,Truck_6,-75.3211,-58.7749,349,Delivered,21.1,54.1,Detour,47,290,5,None,70.4,233,0
2024-01-04 03:12:31,Truck_4,-50.7085,-85.4515,173,In Transit,23.1,56.0,Heavy,50,440,3,Mechanical Failure,73.4,289,1
2024-07-31 14:59:23,Truck_10,70.7101,-175.9865,184,Delayed,24.5,54.9,Detour,23,159,7,Traffic,60.2,120,1
2024-05-23 23:23:37,Truck_5,-71.1004,-147.7570,318,Delayed,25.5,64.3,Heavy,15,215,8,Traffic,69.1,158,1
2024-07-04 00:05:02,Truck_3,-76.8972,-3.6358,288,Delivered,24.7,67.4,Detour,37,230,7,Mechanical Failure,65.0,259,0
